ORF,Gene,Well ID,Well cell count,Mean Intensity 488nm,STD Intensity 488nm,Median Intensity 488nm
YPR005C,HAL1,6E15,286,143.70108965034953,11.744705045678579,145.24515
YDL033C,SLM3,15B9,1706,143.72642481828868,11.332539609127265,144.71987000000001
YMR194W,RPL36A,13G3,957,143.759923458725,22.71121354570102,143.46161
YOR009W,TIR4,16J4,38,143.79396894736843,17.291735197823794,143.73462
YLR343W,GAS2,16J9,37,143.86069108108103,28.89336746190962,148.60524
YIL099W,SGA1,16K2,37,143.88318675675683,25.5685460543827,152.61072
YJL037W,IRC18,16M4,76,143.90497842105268,21.372873801586227,142.76671
YPL132W,COX11,15J17,15,143.92656333333332,16.03681816774212,143.8894
YOL052C-A,DDR2,16H8,15,143.93275,22.990392834487256,145.65417
YEL034W,HYP2,13G19,19,143.94932421052636,33.881145960804304,159.21033
YBL068W,PRS4,6K21,1919,144.01716420531548,16.98533791513957,146.05193
YLR091W,GEP5,11P14,12,144.0277025,25.279281125253224,147.29245
YPL045W,VPS16,4N13,29,144.10270655172414,27.055148071229343,150.84158
YGL236C,MTO1,16C4,24,144.13742416666668,12.976068580421728,147.02552
YOR003W,YSP3,16O7,28,144.26726464285716,20.00276626793376,142.420425
YNL138W,SRV2,6H11,24,144.36969666666667,17.193906796549527,145.65494
YDR347W,MRP1,15C19,372,144.3942999731182,13.48820132866248,146.473565
YJL132W,YJL132W,16M18,63,144.4146738095238,23.40386670848716,145.56621
YJL174W,KRE9,16O2,35,144.43949800000004,23.173990391678824,150.18137
YBR236C,ABD1,5A13,6,144.48646833333333,34.031474506404464,154.52276999999998
YOR208W,PTP2,6G14,1995,144.50981324310766,15.077191204033767,147.19589
YNR045W,PET494,15K20,13,144.50981769230768,19.89419081029692,150.84207
YBR221C,PDB1,15A23,4,144.52488,22.326659936658686,152.4769
YOL124C,TRM11,6H23,15,144.5410073333333,33.06589654661095,156.57668
YHR148W,IMP3,14F9,5,144.567968,31.34858531692411,157.18684
YHR139C,SPS100,16G18,18,144.58158500000002,30.74053297284093,153.86886
YDL063C,SYO1,10G23,567,144.59716266313927,21.755897692084112,142.49931
YIR002C,MPH1,10D20,1737,144.64494524467472,16.416766256729915,142.06927
YOR389W,YOR389W,10L4,3226,144.65216513329213,18.56543086824019,147.27265
YDR088C,SLU7,13F2,18,144.68823777777777,28.44309782283952,157.097825
YBR078W,ECM33,16C14,16,144.69970312499998,24.92029752661171,145.675255
YDL183C,YDL183C,15B20,1134,144.77454623456802,14.736785889621467,147.58144
YPR164W,MMS1,12E19,7,144.79254285714285,29.64199878101437,153.49269
YER091C,MET6,5J24,1754,144.79783450969194,22.347732775094045,140.88197
YLR110C,CCW12,16H7,49,144.80006551020412,18.933910104791604,145.9637
YKL155C,RSM22,15G22,399,144.80093516290717,14.277172872710132,146.38326
YMR095C,SNO1,6F3,885,144.81791917514124,14.072418107501603,147.32834
YOR365C,YOR365C,16L8,35,144.85673828571427,21.169385229379284,146.95383
YMR088C,VBA1,3J16,1224,144.9025457189543,18.254446055048245,145.769655
YHR173C,YHR173C,16I2,41,144.9053395121951,26.39485039298101,153.17268
YHR045W,YHR045W,16E14,33,144.91523,25.0312112706231,150.24608
YPL061W,ALD6,10H13,18,144.91949888888888,32.63673324115327,140.311285
YKR061W,KTR2,16F3,28,144.92497785714286,23.697160416557864,148.57325500000002
YFL036W,RPO41,15D16,10,144.925018,16.003055972508502,148.50115
YMR251W-A,HOR7,16B8,16,144.94520875,22.453127976840666,151.216825
YMR077C,VPS20,3J8,13,144.96357846153848,19.5821113533972,151.98804
YMR016C,SOK2,7C9,8,145.1316775,34.49367760866113,151.51981999999998
YLR308W,CDA2,16J5,23,145.15621086956523,18.23606077978463,145.48865
YMR006C,PLB2,16L9,27,145.15665555555557,18.50449581969647,143.18051
YDR506C,GMC1,16K3,38,145.23333105263154,18.533589854689005,147.76574
YLR213C,CRR1,16H17,52,145.2350709615384,24.549698760236904,149.841205
YHR063C,PAN5,16E18,12,145.249875,18.41557326776616,147.383415
YBL054W,TOD6,12B24,118,145.29632025423732,15.38544569744253,145.060325
YGR294W,PAU12,16D2,20,145.30175,20.04159403184524,147.570045
YDR516C,EMI2,10J24,720,145.37566698611107,15.993646604540595,144.614685
YDR403W,DIT1,6H17,954,145.37667778825988,14.63168079997326,147.490465
YNL141W,AAH1,6O9,1581,145.3905654965212,16.56923148078943,146.11392
YHR132W-A,IGO2,6A15,471,145.39604588110407,12.133443904092221,147.28391
YNL247W,YNL247W,15M15,726,145.428044338843,14.259028479172281,147.39938
YJL160C,PIR5,16M22,28,145.45900464285714,24.88300964560497,153.045635
YIR024C,INA22,15F19,1614,145.45947456009924,16.73051764363209,148.352455
YOL027C,MDM38,15L17,37,145.4795489189189,17.828623407939453,147.9809
YNL241C,ZWF1,6D17,1283,145.48253049103684,15.351416363003251,147.91518
YGL041W-A,YGL041W-A,15D18,136,145.49577367647055,14.959417252110574,146.46131
YPL211W,NIP7,13L13,15,145.49651200000002,31.15569135196953,155.54568
YJR064W,CCT5,9K11,8,145.55825749999997,41.12774621354082,132.414555
YER154W,OXA1,15D14,19,145.56479894736844,20.411415032569913,151.93031
YOR158W,PET123,12M17,10,145.57999,25.95639408746052,151.796295
YGR033C,TIM21,15E9,19,145.61969947368416,25.678363586947945,153.41293
YDR276C,PMP3,1F4,6,145.62582333333333,17.945848811118033,152.54908
YBR009C,HHF1,14H1,22,145.6340777272727,27.820108317173325,149.384835
YAL021C,CCR4,13B21,582,145.68108362542958,15.51351452201169,148.90489
YNL291C,MID1,16D20,35,145.72841257142858,27.079580193853285,150.49374
YJL062W,LAS21,16M8,30,145.76779099999996,28.612238291377725,147.028265
YCL049C,YCL049C,16E7,41,145.77254463414633,15.571621535754728,147.11954
YGL193C,YGL193C,14C6,87,145.77585942528736,15.404876901521437,148.05386
YER061C,CEM1,16M3,28,145.8086592857143,22.07887946903337,148.036925
YLR406C,RPL31B,13N8,6,145.81302666666667,34.63610090036156,154.61034
YKL192C,ACP1,15G23,24,145.81633125000002,28.105976879406203,157.45363
YBL080C,PET112,15A6,1819,145.83257485981306,11.24204902064145,146.56601
YLL009C,COX17,13K6,2,145.83357,34.37131512049254,145.83357
YDL097C,RPN6,11F21,6,145.85189166666666,31.541706579416037,148.386325
YOR154W,SLP1,16J18,53,145.92528716981133,25.874786633487535,143.98921
YJL126W,NIT2,10E21,798,145.9412123809523,19.374187100233833,143.42183
YDR439W,LRS4,6K14,3695,145.96334968876863,17.4985147349558,149.78973
YOL025W,LAG2,6G13,898,145.97941180400903,16.15059967262007,147.965725
YDL125C,HNT1,6I16,1657,145.98319674109828,15.615305036694288,148.22676
YGR140W,CBF2,13E18,6,145.98333333333332,38.4342468212841,144.039235
YDR129C,SAC6,9A1,3059,145.9870956390978,15.016104796936613,144.60127
YBR026C,ETR1,12E4,5,146.05143999999999,25.400322692885222,156.37268
YGL216W,KIP3,13K15,2249,146.1549079546468,14.041841635158086,147.68431
YIL092W,YIL092W,6G17,475,146.2216148631579,16.445618496155284,149.46576
YNR050C,LYS9,16F8,23,146.22518304347824,20.17475916071534,149.8165
YLR251W,SYM1,3F21,9,146.23376222222225,30.863831079101224,142.74074
YNL190W,YNL190W,16D10,23,146.26340130434784,25.697092289905683,153.19199
YGL068W,MNP1,15D19,662,146.2788167220544,13.761999283576408,148.279875
YNL184C,YNL184C,13K16,9,146.3136311111111,30.69424633873646,151.87473
YFR039C,OSW7,16O1,36,146.33974694444447,20.054100008742186,146.689875
YLR332W,MID2,16J7,26,146.41231769230768,24.319790895664102,147.571555
YDR055W,PST1,16C11,17,146.4342205882353,26.632151788868484,155.00209
YDL164C,CDC9,15B16,1611,146.47404970204843,14.232456048094972,148.50513
YIR016W,YIR016W,6K15,2324,146.48268925559393,16.47898472547471,149.22642
YMR314W,PRE5,13H2,18,146.49325,21.095203870534455,150.62795
YBR201C-A,YBR201C-A,1A22,949,146.50369498419406,12.799970267193128,146.71571
YAL044C,GCV3,15A10,769,146.56722113133944,13.322457008228053,145.81369
YPL110C,GDE1,10K23,1059,146.5821961473087,18.663333839321815,144.56316
YBR119W,MUD1,10B21,498,146.5841463654617,18.49886133899309,146.21578499999998
YFR041C,ERJ5,16A2,14,146.59729357142857,16.055346751960432,151.05889000000002
YKL002W,DID4,3K7,17,146.60267,28.12310009980963,153.19804
YGR204W,ADE3,6H15,992,146.60693469758067,15.20968387375284,148.43588
YIL157C,COA1,15F18,132,146.6554271969697,16.98787431865026,148.26013999999998
YDR258C,HSP78,15C22,8,146.70052875,22.262022410905104,151.670325
YLR026C,SED5,3M16,16,146.717751875,17.545197426733896,148.45227
YHL028W,WSC4,16E8,30,146.72233266666666,23.486611812472773,154.86711000000003
YDR053W,YDR053W,8D8,35,146.7372528571429,24.782931406902588,153.70517
YPL006W,NCR1,16N2,39,146.77900358974358,19.705681315988343,147.47951
YKL141W,SDH3,15G19,1356,146.7822454203539,16.345174003613185,150.10433999999998
YER141W,COX15,15P21,16,146.82825125,21.19111954573169,151.35021
YOR091W,TMA46,6I12,1746,146.87282140320727,16.39261638993389,149.581255
YDR078C,SHU2,10J3,1887,146.89420429252797,20.012086381941703,149.32738
YBL095W,MRX3,16A21,235,146.90771187234034,23.860380707870064,152.49161
YBR112C,CYC8,6H13,1053,146.92460627730298,15.096535619370918,148.89949
YPL278C,YPL278C,16N14,44,146.93018954545454,15.193296197312623,145.935285
YER124C,DSE1,10H21,1020,146.9984037156864,20.2238559636756,143.85102
YMR226C,YMR226C,16N11,17,147.01189176470587,24.76772061104111,154.37352
YGR053C,YGR053C,15E18,172,147.04103459302326,14.139566007896962,149.09082
YOR008C,SLG1,16H24,70,147.0635022857143,29.965138448181293,157.728645
YPR151C,SUE1,15L15,38,147.08247368421053,20.9316987153774,151.904235
YJL133W,MRS3,13E19,9,147.08519888888887,40.2336521391998,165.59773
YHR195W,NVJ1,2B22,6,147.08782166666666,16.64716573382198,153.19317
YGL023C,PIB2,13J10,24,147.11335166666666,26.33880531047095,153.48967499999998
YBR238C,YBR238C,11O14,1855,147.1322533045821,14.109038139980703,149.39853
YJL171C,TOH1,16M24,42,147.1381938095238,26.210688580598603,152.34185
YOR138C,RUP1,10F24,2200,147.14059785454558,18.922684241088284,143.98609499999998
YLR037C,PAU23,16F17,26,147.14497961538464,28.619001004011796,148.62211000000002
YPL282C,PAU22,16N16,48,147.16606854166665,21.683718356181146,147.323455
YPR055W,SEC8,4J18,22,147.17231090909087,25.63981048876121,154.23885
YBR111C,YSA1,15A14,1218,147.1784126190476,13.07141396398506,149.054085
YOL077W-A,ATP19,6J13,2672,147.1897921556888,16.14139634427143,149.83555
YPR088C,SRP54,4L4,2027,147.19054043413917,14.272329659250833,147.5992
YDR346C,SVF1,6F17,1568,147.2205917283164,16.52909988095179,150.42308
YHR143W,DSE2,16G20,16,147.24579062499998,26.235871269345832,155.201725
YBR037C,SCO1,15A18,205,147.2837380487806,17.32566436492363,148.53629
YLR384C,IKI3,6G12,1445,147.29690510034592,17.013656139993746,149.93951
YGR103W,NOP7,15E17,396,147.3057418686867,15.03921517686526,149.396035
YOR016C,ERP4,16J8,36,147.39541055555557,22.167911221667094,149.29922499999998
YGR211W,ZPR1,6A18,946,147.40609667019032,14.64834800430332,149.28943500000003
YOR006C,TSR3,6L15,47,147.4192091489362,22.537815415277805,144.62697
YPL129W,TAF14,13H16,15,147.43089999999995,33.818200709165474,160.18552
YLR025W,SNF7,3M14,13,147.44553692307693,13.77687609239142,149.60576
YNL074C,MLF3,4E17,13,147.52599153846154,28.591748845348384,159.32599
YLR394W,CST9,6E13,539,147.53005411873843,12.657329440709738,148.74431
YDL202W,MRPL11,15B21,240,147.53045770833324,13.371343834847647,149.74054999999998
YEL043W,YEL043W,16K21,57,147.57208280701758,27.17222350525866,152.14276
YNL112W,DBP2,10L2,1026,147.57213658869387,17.849173664129058,149.43246499999998
YGL227W,VID30,6D14,720,147.58635470833326,14.329834274871457,149.47699999999998
YIL169C,CSS1,16K14,38,147.5895794736842,27.432022780884424,156.87429
YKL053C-A,MDM35,9P11,3439,147.5916845013087,18.327428318834635,148.99858
YJR151C,DAN4,16B17,20,147.59625150000002,35.65328680230747,157.685515
YJL002C,OST1,16M2,37,147.62628135135137,17.5364619020321,149.67474
YOR254C,SEC63,4H5,1698,147.64644654888136,12.26029797564616,146.58488499999999
YOR261C,RPN8,6O18,35,147.65231657142857,14.63887123427292,146.41811
YMR309C,NIP1,6C13,405,147.6557974074074,13.987416406424977,149.73553
YPL221W,FLC1,16N12,10,147.694171,24.39444761838073,150.00966
YIL003W,CFD1,6F13,1264,147.69517212025298,17.160437675736446,151.113275
YPL013C,MRPS16,13M10,20,147.72257399999998,26.70193089084115,156.831955
YNL127W,FAR11,4G19,12,147.78132250000002,30.18025697578894,154.584945
YDL088C,ASM4,12E23,955,147.78228274345554,13.611317175105194,148.87926
YMR280C,CAT8,12M13,31,147.81934290322576,26.552948641191648,153.48157
YJR076C,CDC11,3G15,332,147.87974692771067,25.60405268706102,151.247745
YJL078C,PRY3,16M12,58,147.94812000000002,29.868163572137675,151.14688
YIL104C,SHQ1,10K1,2742,148.00050918307758,20.98043477921836,149.57959
YML030W,RCF1,12D15,956,148.03422258368195,12.006719816573959,148.637905
YDR014W-A,HED1,10D23,1432,148.03709664106128,18.33671801999656,145.91127
YNL050C,YNL050C,11J16,2329,148.1107800128809,13.151676208585082,148.54907
YPL133C,RDS2,14F22,10,148.137415,31.22058753590267,154.34841
YHR136C,SPL2,10F20,2063,148.16211467765396,18.566950518845776,145.84801
YDL103C,QRI1,6I13,2577,148.2007965890572,17.46180236029308,151.31143
YDR168W,CDC37,6J16,3364,148.20726048156953,17.650592309600434,151.605515
YOL136C,PFK27,13A21,835,148.28748701796417,17.316944638276656,149.47351
YGR040W,KSS1,6F20,26,148.31206153846153,22.831577700962097,154.51210500000002
YHR178W,STB5,5F18,2,148.3219,12.368796669328832,148.3219
YGL220W,FRA2,6J15,2394,148.32217578111997,16.78169230516392,151.354345
YKL148C,SDH1,15G20,712,148.3252289044942,15.200077568905042,150.81721
YPL122C,TFB2,10D21,1540,148.3274130649353,19.83890434403782,145.05639000000002
YML128C,MSC1,16L3,46,148.35811869565217,19.87524958800933,151.117035
YBL042C,FUI1,1E21,11,148.36634454545452,30.226397066528904,162.47717
YIL107C,PFK26,10B23,1100,148.4028267909089,17.43595921236376,147.76593
YDR303C,RSC3,11L6,16,148.40536125,22.949972216539425,155.41716
YLR247C,IRC20,10E8,15,148.40767933333333,23.57634672955002,156.03302
YIL015W,BAR1,16I20,21,148.41648285714285,27.385283158874977,156.81023
YLR437C,DIF1,10J22,2315,148.47254017710563,20.475021530176008,145.16284
YAL029C,MYO4,11F18,11,148.4956,31.68364610224998,151.80453
YJL091C,GWT1,3A13,5,148.502132,20.213011190552983,152.53397
YDR519W,FPR2,16K7,42,148.54397166666664,22.506587077581216,148.40593
YDR494W,RSM28,15D4,1644,148.56817949513376,11.337388648208645,148.233875
YML017W,PSP2,5C23,164,148.58197560975614,21.61509381469782,151.44645
YDR261C,EXG2,16I1,55,148.6013010909091,22.715695524251075,154.73495
YJR101W,RSM26,15G7,8,148.6326625,25.381306733747827,157.745165
YOR383C,FIT3,16L20,32,148.645783125,24.82361023492891,155.66163
YLR024C,UBR2,9B18,1443,148.71605214830214,11.370129097048805,148.36179
YGL252C,RTG2,5B24,350,148.7211150571429,15.849042516179374,148.72815
YOR360C,PDE2,6H12,2501,148.79067853258692,16.45760481984029,151.43486
YIL022W,TIM44,15F20,1459,148.79134556545583,16.639632409893203,151.65469
YDR337W,MRPS28,15C17,566,148.79377063604247,13.84462221737546,150.30495
YJR033C,RAV1,11J19,621,148.79516634460538,12.15707192368745,149.9765
YBR162C,TOS1,16C9,21,148.80127952380954,30.528509541246763,161.04286
YIL155C,GUT2,15P12,2851,148.83744714486159,12.716181482136891,148.51921
YPR024W,YME1,12I22,11,148.84221909090908,38.06025710637527,139.24339
YDR381C-A,YDR381C-A,6F4,16,148.84454812500002,21.41682169554148,154.0928
YBR153W,RIB7,6K11,1260,148.84690641269822,15.64773013385075,150.29245
YLR249W,YEF3,13L21,18,148.86866666666663,29.936215701482414,161.790205
YKL163W,PIR3,16D7,21,148.8772895238095,18.205113330420243,146.97639
YPL178W,CBC2,6M13,2791,148.89122549265483,18.44285777590793,152.18483
YMR237W,BCH1,3P14,766,148.92155946475216,16.88199407684746,151.39799499999998
YNL052W,COX5A,15N18,57,148.93195263157898,20.068008172514773,154.80289
YLR164W,SHH4,15H19,1790,148.93220093296097,16.371178495123207,151.86415499999998
YJR137C,MET5,16B13,15,148.97417466666667,27.530041728923507,163.83572
YER076C,YER076C,16M5,47,148.9749785106383,17.863054943742547,151.27628
YNL219C,ALG9,16D12,13,148.99036999999998,29.599402685044733,159.64912
YOL038C-A,YOL038C-A,12C23,102,148.9920895098039,16.947874772656082,149.220485
YER101C,AST2,10K2,3298,149.02748152213474,20.31898921229734,152.25539500000002
YDR001C,NTH1,14B11,3,149.0461333333333,22.882835986066798,151.31613
YBL030C,PET9,13M12,27,149.05851481481483,27.293272653252057,160.4996
YHL040C,ARN1,2J7,11,149.06411363636363,28.76475655875164,154.53102
YCR019W,MAK32,6A21,163,149.0942475460123,23.186069529308906,155.93497
YPL153C,RAD53,8B23,28,149.0961932142857,29.026401233092127,160.61422
YPR191W,QCR2,15M21,46,149.1273791304348,25.393418244899063,154.84186
YDR092W,UBC13,6B18,1281,149.13129060889918,14.901268905975423,149.94894
YDR227W,SIR4,13B24,928,149.1360016379312,17.92879551953461,151.788945
YMR126C,DLT1,10C21,1355,149.14069975645756,18.66569915748893,147.43173
YHR084W,STE12,8C13,17,149.1619376470588,27.167391287848087,154.5582
YGR189C,CRH1,16C22,9,149.17734333333334,31.38756090202455,154.50775
YBR155W,CNS1,6N4,2364,149.1863514974623,17.75134413816868,150.514785
YDR262W,YDR262W,16I3,27,149.19575740740743,16.745410237661126,150.76102
YLL003W,SFI1,14G4,41,149.21722390243906,25.206287785332343,153.01738
YLR459W,GAB1,3N23,8,149.2311775,32.74684486435242,154.04913
YBR290W,BSD2,1G2,1632,149.2362596078433,14.002665173294838,148.2022
YBR039W,ATP3,15N20,30,149.25311766666667,18.85911511878936,150.6277
YNR046W,TRM112,6K13,1090,149.2563733027524,15.461247684025736,151.03413
YJL136C,RPS21B,10K3,2685,149.26161619739287,19.979440733437844,152.42461
YJL079C,PRY1,16M14,40,149.262185,16.475456754650978,149.331535
YDR272W,GLO2,10I21,2289,149.27734723896904,19.074162327637556,146.4639
YCL001W-A,YCL001W-A,6B13,1422,149.31400653305195,14.67964764658664,151.63313499999998
YHR193C,EGD2,8A10,1350,149.31522485925902,21.44702859134033,151.7063
YEL066W,HPA3,6K12,2269,149.33316655795468,18.006111716744048,152.4604
YNR076W,PAU6,16F18,27,149.34371703703704,21.984828722714113,156.91963
YGL138C,YGL138C,16A16,8,149.35305250000002,27.296916445170012,157.770475
YDR107C,TMN2,16G17,17,149.35394117647058,32.843535406838036,160.43727
YOR211C,MGM1,3K8,7,149.36872571428572,33.829530988358314,155.07161
YNL066W,SUN4,16B24,183,149.416463715847,19.955609391529563,153.48999
YIL150C,MCM10,6G11,934,149.42556086723764,17.33642821377216,152.59483999999998
YJL203W,PRP21,9C1,2791,149.4606674740238,12.420630501647786,148.3571
YCL051W,LRE1,6E12,2092,149.50805152007692,23.77288236294841,155.052055
YPL222C-A,YPL222C-A,10J5,3167,149.51720753078595,21.389987092664175,151.93896
YJL186W,MNN5,16B1,22,149.5177986363637,21.08042201214769,154.836355
YMR307W,GAS1,16B14,20,149.52261200000004,22.61988418710629,155.89101499999998
YDR511W,SDH7,15O19,31,149.55138806451612,23.389743005092843,151.92116
YMR239C,RNT1,6I10,1368,149.5587796052632,17.53183293589717,152.379775
YDR287W,INM2,9K12,16,149.57321687499999,27.92739096168818,147.8597
YIL051C,MMF1,15F21,17,149.58076588235298,12.931504616966006,150.62408
YML028W,TSA1,3P13,1040,149.58940042307688,16.768005756902337,150.73734000000002
YOL056W,GPM3,14D5,1331,149.59310650638596,18.108099522420474,151.02055
YMR033W,ARP9,10H16,1992,149.6018059789157,15.74193772758165,147.97207500000002
YHR112C,YHR112C,6P8,2409,149.60246455790767,24.122694245926663,156.04602
YMR145C,NDE1,15J4,32,149.61475156249998,21.936605634637438,155.278175
YCL045C,EMC1,16E1,52,149.61936557692312,20.589397423310217,152.003285
YOR126C,IAH1,11A21,636,149.64147561320732,14.488627393179986,149.54955
YGL018C,JAC1,15D17,1623,149.64488434380786,16.446039903814512,152.77882
YJL124C,LSM1,10K4,1580,149.6562279113924,17.335589184586023,151.7706
YER162C,RAD4,10H24,1624,149.65671962438427,21.021736632070414,145.258515
YOR384W,FRE5,16L22,26,149.66539230769234,24.50550598568172,153.76457499999998
YDR375C,BCS1,6L21,28,149.68258964285715,21.750830299924353,159.10038
YBR186W,PCH2,6I23,20,149.68884450000002,27.379631394480572,159.36009
YGL228W,SHE10,16C2,45,149.693824,18.089599924951028,151.20636
YML109W,ZDS2,6P15,1187,149.70292304128043,16.017458251943534,151.68808
YHR056C,RSC30,5H24,1436,149.71869221448472,13.519133085240892,148.875495
YDL047W,SIT4,13L14,22,149.82312909090908,29.884241644162152,162.321975
